drop table if exists profile_75354;
 create table profile_75354 as
 SELECT projectid, _id,
 CAST(data.name as VARCHAR),
 CAST(data.fy_timerange as SUPER),
 CAST(data.num_sanitation_units as INT),
 CAST(data.school_name as VARCHAR),
 CAST(data.num_children as INT),
 CAST(data.school_location as INT),
 CAST(data.latitude as FLOAT),
 CAST(data.num_girls as INT),
 CAST(data.longitude as FLOAT),
 CAST(data.remarks as VARCHAR)
from ds_mongo_profileinstance where profileId='75354' and active = 't' and securitycontextid is not null
