drop table if exists profile_83824;
 create table profile_83824 as
 SELECT projectid, _id,
 CAST(data.name as VARCHAR),
 CAST(data.fy_timerange as SUPER),
 CAST(data.city as INT),
 CAST(data.saplings_planted as INT),
 CAST(data.shrub_saplings as INT),
 CAST(data.acres_of_plantation as INT),
 CAST(data.volunteering_events as INT),
 CAST(data.volunteers_participated as INT),
 CAST(data.person_hours as INT)
from ds_mongo_profileinstance where profileId='83824' and active = 't' and securitycontextid is not null
